record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
189_Rhinella marina,189,Anura,Bufonidae,Bufo,marinus,Bufonidae,Bufo,marinus,Bufonidae,Rhinella marina,Rhinella,marina,Adult,10,B,Category,39.3,NA,Y,14,14,1.18,26,8,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,"Barro Colorado Island, Panama",Tropical,9.152,0.962,9.152,-79.846,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",11320528,7.05,Introduced,0,2200,146,2.16,Terrestrial,0.006678271,31.4,Not threatened,0
190_Rhinella marina,190,Anura,Bufonidae,Bufo,marinus,Bufonidae,Bufo,marinus,Bufonidae,Rhinella marina,Rhinella,marina,Adult,10,B,Category,41.8,NA,Y,14,14,1.18,38,8.6,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,"Barro Colorado Island, Panama",Tropical,9.152,0.962,9.152,-79.846,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",11320528,7.05,Introduced,0,2200,146,2.16,Terrestrial,0.006678271,31.4,Not threatened,0
281.00_Spea hammondii,281.00,Anura,Scaphiopodidae,Scaphiopus,hammondi,Scaphiopodidae,Scaphiopus,hammondii,Scaphiopodidae,Spea hammondii,Spea,hammondii,Adult,10,B,Category,35.2,NA,Y,14,14,1.18,5,6,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,"Sonora, Mexico",Subtropical,31,1.491,31,-110.331,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",121981,5.09,Not introduced,NA,1363,55,1.74,Aquatic & terrestrial,0.034967987,32.8,Threatened,1
279.00_Spea hammondii,279.00,Anura,Scaphiopodidae,Scaphiopus,hammondi,Scaphiopodidae,Scaphiopus,hammondii,Scaphiopodidae,Spea hammondii,Spea,hammondii,Adult,10,B,Category,35.6,NA,Y,14,14,1.18,5,9.8,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,"El Toro, California",Subtropical,33.647,1.527,33.647,-117.689,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",121981,5.09,Not introduced,NA,1363,55,1.74,Aquatic & terrestrial,-0.033386955,28.7,Threatened,1
282.00_Spea hammondii,282.00,Anura,Scaphiopodidae,Scaphiopus,hammondi,Scaphiopodidae,Scaphiopus,hammondii,Scaphiopodidae,Spea hammondii,Spea,hammondii,Adult,10,B,Category,40,NA,Y,14,14,1.18,23,7.9,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,"Sonora, Mexico",Subtropical,31,1.491,31,-110.331,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",121981,5.09,Not introduced,NA,1363,55,1.74,Aquatic & terrestrial,0.034967987,32.8,Threatened,1
280.00_Spea hammondii,280.00,Anura,Scaphiopodidae,Scaphiopus,hammondi,Scaphiopodidae,Scaphiopus,hammondii,Scaphiopodidae,Spea hammondii,Spea,hammondii,Adult,10,B,Category,40.3,NA,Y,14,14,1.18,30,10.6,1,24:0 or 0:24,L,Loss of righting response,NA,305,2.48,"El Toro, California",Subtropical,33.647,1.527,33.647,-117.689,Field,NA,1968,Brattstrom 1968,"Brattstrom, B. H. 1968. Thermal acclimation in Anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24:93-111.",121981,5.09,Not introduced,NA,1363,55,1.74,Aquatic & terrestrial,-0.033386955,28.7,Threatened,1
828_Odontophrynus occidentalis,828,Anura,Odontophrynidae,Odontophrynus,occidentalis,Leptodactylidae,Odontophrynus,occidentalis,Odontophrynidae,Odontophrynus occidentalis,Odontophrynus,occidentalis,larva,10,B,N given,33.3,NA,Y,15,15,1.2,15,NA,1,12:12,S,Lost the capacity to swim or they showed muscular spasms,NA,636,2.8,"San Juan, Argentina",Subtropical,31.527,1.499,-31.527,-68.521,Field,NA,2011,Sanabria and Quiroga 2011,"Sanabria, E. A., and L. B. Quiroga. 2011. Change in the thermal biology of tadpoles of Odontophrynus occidentalis from the Monte desert, Argentina: responses to photoperiod. Journal of Thermal Biology 36:288-291.",675632,5.83,Not introduced,50,1500,48.8,1.69,Terrestrial,0.004244098,34,Not threatened,0
827_Odontophrynus occidentalis,827,Anura,Odontophrynidae,Odontophrynus,occidentalis,Leptodactylidae,Odontophrynus,occidentalis,Odontophrynidae,Odontophrynus occidentalis,Odontophrynus,occidentalis,larva,10,B,N given,33.4,NA,Y,15,15,1.2,15,NA,1,0:24,S,Lost the capacity to swim or they showed muscular spasms,NA,636,2.8,"San Juan, Argentina",Subtropical,31.527,1.499,-31.527,-68.521,Field,NA,2011,Sanabria and Quiroga 2011,"Sanabria, E. A., and L. B. Quiroga. 2011. Change in the thermal biology of tadpoles of Odontophrynus occidentalis from the Monte desert, Argentina: responses to photoperiod. Journal of Thermal Biology 36:288-291.",675632,5.83,Not introduced,50,1500,48.8,1.69,Terrestrial,0.004244098,34,Not threatened,0
829_Odontophrynus occidentalis,829,Anura,Odontophrynidae,Odontophrynus,occidentalis,Leptodactylidae,Odontophrynus,occidentalis,Odontophrynidae,Odontophrynus occidentalis,Odontophrynus,occidentalis,larva,10,B,N given,35.8,NA,Y,15,15,1.2,15,NA,1,24:0,S,Lost the capacity to swim or they showed muscular spasms,NA,636,2.8,"San Juan, Argentina",Subtropical,31.527,1.499,-31.527,-68.521,Field,NA,2011,Sanabria and Quiroga 2011,"Sanabria, E. A., and L. B. Quiroga. 2011. Change in the thermal biology of tadpoles of Odontophrynus occidentalis from the Monte desert, Argentina: responses to photoperiod. Journal of Thermal Biology 36:288-291.",675632,5.83,Not introduced,50,1500,48.8,1.69,Terrestrial,0.004244098,34,Not threatened,0
767_Ambystoma tigrinum,767,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma,tigrinum,Ambystomatidae,Ambystoma tigrinum,Ambystoma,tigrinum,larva,15,B,N given,34.4,NA,Y,21,21,1.34,11,NA,1,24:0,L,Loss of righting response,NA,689,2.84,"Buffalo County, Nebraska",Temperate,40.841,1.611,40.841,-99.101,Field,NA,1980,Nietfeldt et al. 1980,"Nietfeldt, J. W., S. M. Jones, D. L. Droge, and R. E. Ballinger. 1980. Rate of thermal acclimation in larval Ambystoma tigrinum. Journal of Herpetology 14:209-211.",4317635,6.64,Not introduced,0,3660,265,2.42,Aquatic & terrestrial,0.021618647,31,Not threatened,0
574_Necturus maculosus,574,Caudata,Proteidae,Necturus,maculosus,Proteidae,Necturus,maculosus,Proteidae,Necturus maculosus,Necturus,maculosus,Adult,9,A,Given,33.9,NA,Y,21,21,1.34,15,6.5,1,12:12,S,Onset of spasms,NA,309,2.49,Supplier,Temperate,40.407,1.606,40.4070065,-84.204712,Supplier,Location estimated,1982,Erskine and Hutchison 1982,"Erskine, D. J., and V. H. Hutchison. 1982. Reduced thermal tolerance in an amphibian treated with melatonin. Journal of Thermal Biology 7:121-123.",1881755,6.27,Not introduced,0,NA,265,2.42,Aquatic,0.007594638,28.8,Not threatened,0
129_Ambystoma maculatum,129,Caudata,Ambystomatidae,Ambystoma,maculatum,Ambystomatidae,Ambystoma,maculatum,Ambystomatidae,Ambystoma maculatum,Ambystoma,maculatum,Adult,4,A,Given,37.2,NA,Y,30,30,1.49,20,6.6,1,NA,S,Onset of spasms,NA,111,2.05,"Durham, North Carolina",Subtropical,35.994,1.556,35.994,-78.899,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",2989256,6.48,Not introduced,NA,NA,154,2.19,Aquatic & terrestrial,0.024533814,31.7,Not threatened,0
57_Ascaphus truei,57,Anura,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus truei,Ascaphus,truei,larva,8,A,N given,29.6,NA,Y,30,30,1.49,5,NA,0.4,16:8,S,Onset of paralysis,NA,550,2.74,Northern California,Temperate,41.823,1.621,41.823,-123.94,Field,NA,1970,de Vlaming and Bury 1970,"de Vlaming, V. L., and R. B. Bury. 1970. Thermal selection in tadpoles of the tailed-frog, Ascaphus truei. Journal of Herpetology 4:179-189.",303453,5.48,Not introduced,0,2500,33,1.52,Aquatic & terrestrial,-0.001798319,24.8,Not threatened,0
136_Desmognathus fuscus,136,Caudata,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus fuscus,Desmognathus,fuscus,Adult,12,B,Given,36,NA,Y,30,30,1.49,20,5.6,1,NA,S,Onset of spasms,NA,21,1.32,"Bladen County, North Carolina",Subtropical,34.588,1.539,34.588,-78.566,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1524467,6.18,Not introduced,NA,NA,78,1.89,Terrestrial,0.015567027,31.4,Not threatened,0
135_Desmognathus fuscus,135,Caudata,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus fuscus,Desmognathus,fuscus,Adult,7,A,Given,36.3,NA,Y,30,30,1.49,20,8,1,NA,S,Onset of spasms,NA,544,2.74,"Patrick County, Virginia",Subtropical,36.689,1.565,36.689,-80.321,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1524467,6.18,Not introduced,NA,NA,78,1.89,Terrestrial,0.012902761,28.9,Not threatened,0
139_Desmognathus monticola,139,Caudata,Plethodontidae,Desmognathus,monticola,Plethodontidae,Desmognathus,monticola,Plethodontidae,Desmognathus monticola,Desmognathus,monticola,Adult,8,A,Given,34.4,NA,Y,30,30,1.49,20,6.8,1,NA,S,Onset of spasms,NA,801,2.9,"Transylvania County, North Carolina",Subtropical,35.219,1.547,35.219,-82.778,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",323911,5.51,Not introduced,NA,NA,78,1.89,Terrestrial,0.002310124,28.1,Not threatened,0
140_Desmognathus monticola,140,Caudata,Plethodontidae,Desmognathus,monticola,Plethodontidae,Desmognathus,monticola,Plethodontidae,Desmognathus monticola,Desmognathus,monticola,Adult,7,A,Given,35.2,NA,Y,30,30,1.49,20,8.7,1,NA,S,Onset of spasms,NA,872,2.94,"Alleghany County, North Carolina",Subtropical,36.494,1.562,36.494,-81.12,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",323911,5.51,Not introduced,NA,NA,78,1.89,Terrestrial,0.019629852,26.7,Not threatened,0
138_Desmognathus ochrophaeus,138,Caudata,Plethodontidae,Desmognathus,ochrophaeus,Plethodontidae,Desmognathus,ochrophaeus,Plethodontidae,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Adult,8,A,Given,35,NA,Y,30,30,1.49,20,6.7,1,NA,S,Onset of spasms,NA,544,2.74,"Patrick County, Virginia",Subtropical,36.689,1.565,36.689,-80.321,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",308477,5.49,Not introduced,NA,NA,78,1.89,Terrestrial,0.012902761,28.9,Not threatened,0
137_Desmognathus ochrophaeus,137,Caudata,Plethodontidae,Desmognathus,ochrophaeus,Plethodontidae,Desmognathus,ochrophaeus,Plethodontidae,Desmognathus ochrophaeus,Desmognathus,ochrophaeus,Adult,4,A,Given,34.6,NA,Y,30,30,1.49,20,7.2,1,NA,S,Onset of spasms,NA,828,2.92,"Haywood County, North Carolina",Subtropical,35.624,1.552,35.624,-82.993,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",308477,5.49,Not introduced,NA,NA,78,1.89,Terrestrial,0.001383754,27.9,Not threatened,0
141_Desmognathus quadramaculatus,141,Caudata,Plethodontidae,Desmognathus,quadramaculcatus,Plethodontidae,Desmognathus,quadramaculcatus,Plethodontidae,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Adult,4,A,Given,33.9,NA,Y,30,30,1.49,20,6.2,1,NA,S,Onset of spasms,NA,801,2.9,"Transylvania County, North Carolina",Subtropical,35.219,1.547,35.219,-82.778,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",84401,4.93,Not introduced,NA,1646,78,1.89,Terrestrial,0.002310124,28.1,Not threatened,0
142_Desmognathus quadramaculatus,142,Caudata,Plethodontidae,Desmognathus,quadramaculcatus,Plethodontidae,Desmognathus,quadramaculcatus,Plethodontidae,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Adult,8,A,Given,33.6,NA,Y,30,30,1.49,20,7.2,1,NA,S,Onset of spasms,NA,872,2.94,"Alleghany County, North Carolina",Subtropical,36.494,1.562,36.494,-81.12,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",84401,4.93,Not introduced,NA,1646,78,1.89,Terrestrial,0.019629852,26.7,Not threatened,0
154_Eurycea bislineata,154,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Juvenile,3,A,Given,32.1,NA,Y,30,30,1.49,20,4.4,1,NA,S,Onset of spasms,NA,790,2.9,"Jackson County, North Carolina",Subtropical,35.317,1.548,35.317,-83.209,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003295318,28.2,Not threatened,0
156_Eurycea longicauda,156,Caudata,Plethodontidae,Eurycea,longicauda,Plethodontidae,Eurycea,longicauda,Plethodontidae,Eurycea longicauda,Eurycea,longicauda,Adult,3,A,Given,35.8,NA,Y,30,30,1.49,20,7.5,1,NA,S,Onset of spasms,NA,544,2.74,"Patrick County, Virginia",Subtropical,36.689,1.565,36.689,-80.321,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",848341,5.93,Not introduced,NA,NA,154,2.19,Terrestrial,0.012902761,28.9,Not threatened,0
155_Eurycea lucifuga,155,Caudata,Plethodontidae,Eurycea,lucifuga,Plethodontidae,Eurycea,lucifuga,Plethodontidae,Eurycea lucifuga,Eurycea,lucifuga,Adult,10,B,Given,35,NA,Y,30,30,1.49,20,6.7,1,NA,S,Onset of spasms,NA,567,2.75,"Giles County, Virginia",Subtropical,37.313,1.572,37.313,-80.677,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",449475,5.65,Not introduced,NA,NA,154,2.19,Terrestrial,0.017852341,28.9,Not threatened,0
172_Notophthalmus viridescens,172,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,10,B,Given,39.4,NA,Y,30,30,1.49,20,8.9,1,NA,S,Onset of spasms,NA,9,0.95,"Brunswick County, North Carolina",Subtropical,34.028,1.532,34.028,-78.202,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.007241697,31.6,Not threatened,0
160_Notophthalmus viridescens,160,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,12,B,Given,38,NA,Y,30,30,1.49,20,9.4,1,NA,S,Onset of spasms,NA,56,1.75,"Hampden County, Massachusetts",Temperate,42.117,1.624,42.117,-72.662,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.024527811,29.2,Not threatened,0
167_Notophthalmus viridescens,167,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,11,B,Given,39,NA,Y,30,30,1.49,20,8.2,1,NA,S,Onset of spasms,NA,87,1.94,"Franklin County, North Carolina",Subtropical,36.074,1.557,36.074,-78.243,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.02014926,31.9,Not threatened,0
158_Notophthalmus viridescens,158,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,6,A,Given,38.7,NA,Y,30,30,1.49,20,15.3,1,NA,S,Onset of spasms,NA,169,2.23,"Ontario, Canada",Temperate,51.254,1.71,51.254,-85.323,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.037494998,23.2,Not threatened,0
161_Notophthalmus viridescens,161,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,10,B,Given,38.3,NA,Y,30,30,1.49,20,10.6,1,NA,S,Onset of spasms,NA,174,2.24,"Sussex County, New Jersey",Temperate,41.129,1.614,41.129,-74.687,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.022910764,28.2,Not threatened,0
168_Notophthalmus viridescens,168,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,13,B,Given,37.2,NA,Y,30,30,1.49,20,6.9,1,NA,S,Onset of spasms,NA,193,2.29,"Orange County, North Carolina",Subtropical,36.026,1.557,36.026,-79.11,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.020466587,31.3,Not threatened,0
171_Notophthalmus viridescens,171,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,10,B,Given,38.4,NA,Y,30,30,1.49,20,8.1,1,NA,S,Onset of spasms,NA,193,2.29,"Orange County, North Carolina",Subtropical,36.026,1.557,36.026,-79.11,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.020466587,31.3,Not threatened,0
170_Notophthalmus viridescens,170,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,9,A,Given,39.2,NA,Y,30,30,1.49,20,8.8,1,NA,S,Onset of spasms,NA,193,2.29,"Orange County, North Carolina",Subtropical,36.026,1.557,36.026,-79.11,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.020466587,31.3,Not threatened,0
169_Notophthalmus viridescens,169,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,12,B,Given,39.2,NA,Y,30,30,1.49,20,8.9,1,NA,S,Onset of spasms,NA,193,2.29,"Orange County, North Carolina",Subtropical,36.026,1.557,36.026,-79.11,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.020466587,31.3,Not threatened,0
159_Notophthalmus viridescens,159,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,8,A,Given,39.2,NA,Y,30,30,1.49,20,14.5,1,NA,S,Onset of spasms,NA,222,2.35,"Chippewa County, Michigan",Temperate,46.312,1.666,46.312,-84.593,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.024971589,24.7,Not threatened,0
162_Notophthalmus viridescens,162,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,14,B,Given,38,NA,Y,30,30,1.49,20,9.2,1,NA,S,Onset of spasms,NA,396,2.6,"Logan County, West Virginia",Subtropical,37.788,1.577,37.788,-81.953,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.012912765,29.5,Not threatened,0
163_Notophthalmus viridescens,163,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,10,B,Given,38.3,NA,Y,30,30,1.49,20,10,1,NA,S,Onset of spasms,NA,567,2.75,"Giles County, Virginia",Subtropical,37.313,1.572,37.313,-80.677,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.017852341,28.9,Not threatened,0
166_Notophthalmus viridescens,166,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,10,B,Given,39.2,NA,Y,30,30,1.49,20,11.5,1,NA,S,Onset of spasms,NA,790,2.9,"Jackson County, North Carolina",Subtropical,35.317,1.548,35.317,-83.209,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.003295318,28.2,Not threatened,0
165_Notophthalmus viridescens,165,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,10,B,Given,38.4,NA,Y,30,30,1.49,20,12,1,NA,S,Onset of spasms,NA,872,2.94,"Alleghany County, North Carolina",Subtropical,36.494,1.562,36.494,-81.12,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.019629852,26.7,Not threatened,0
164_Notophthalmus viridescens,164,Caudata,Salamandridae,Diemictylus,viridescens,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus viridescens,Notophthalmus,viridescens,Adult,10,B,Given,38.4,NA,Y,30,30,1.49,20,12,1,NA,S,Onset of spasms,NA,872,2.94,"Alleghany County, North Carolina",Subtropical,36.494,1.562,36.494,-81.12,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,Aquatic & terrestrial,0.019629852,26.7,Not threatened,0
895_Plethodon cinereus,895,Caudata,Plethodontidae,Plethodon,cinereus,Plethodontidae,Plethodon,cinereus,Plethodontidae,Plethodon cinereus,Plethodon,cinereus,Adult,12,B,Given,34.3,NA,Y,30,30,1.49,15,6.3,1,12:12,S,Onset of spasms,NA,105,2.02,"Ridley Creek State Park, Media, Pennsylvania",Temperate,39.953,1.602,39.953,-75.443,Field,NA,1998,Yu et al. 1998,"Yu, Z. M., R. Dickstein, W. E. Magee, and J. R. Spotila. 1998. Heat shock response in the salamanders Plethodon jordani and Plethodon cinereus. Journal of Thermal Biology 23:259-265.",1826920,6.26,Not introduced,NA,NA,78,1.89,Terrestrial,0.021920768,29.5,Not threatened,0
143_Plethodon cinereus,143,Caudata,Plethodontidae,Plethodon,cinereus,Plethodontidae,Plethodon,cinereus,Plethodontidae,Plethodon cinereus,Plethodon,cinereus,Adult,5,A,Given,34.7,NA,Y,30,30,1.49,20,9.8,1,NA,S,Onset of spasms,NA,1128,3.05,"Mountain Lake, Virginia",Subtropical,37.375,1.573,37.375,-80.523,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1826920,6.26,Not introduced,NA,NA,78,1.89,Terrestrial,0.017852341,24.9,Not threatened,0
146_Plethodon jordani,146,Caudata,Plethodontidae,Plethodon,jordani,Plethodontidae,Plethodon,jordani,Plethodontidae,Plethodon jordani,Plethodon,jordani,Adult,10,B,Given,35.2,NA,Y,30,30,1.49,20,6,1,NA,S,Onset of spasms,NA,358,2.55,"Sevier County, Tennessee",Subtropical,35.827,1.554,35.827,-83.507,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1943,3.29,Not introduced,768,1780,78,1.89,Terrestrial,0.001460584,30,Threatened,1
150_Plethodon jordani,150,Caudata,Plethodontidae,Plethodon,jordani,Plethodontidae,Plethodon,jordani,Plethodontidae,Plethodon jordani,Plethodon,jordani,Adult,4,A,Given,35.1,NA,Y,30,30,1.49,20,6.1,1,NA,S,Onset of spasms,NA,516,2.71,"Cherokee County, North Carolina",Subtropical,35.113,1.545,35.113,-84.059,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1943,3.29,Not introduced,768,1780,78,1.89,Terrestrial,0.009664666,29.7,Threatened,1
