genus_species,population_id,acclim_temp,latitude,longitude,genus,species,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,realm_general3,acclim_time_original,acclim_time_units
Galaxias maculatus,Galaxias maculatus_-35.15,22,-35.15,173.68,Galaxias,maculatus,NA,33.8,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Northern New Zealand,Richardson et al. 1994,juveniles,NA,NA,NA,Galaxiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Galaxias maculatus,Galaxias maculatus_-35.15,26.5,-35.15,173.68,Galaxias,maculatus,NA,35.4,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Northern New Zealand,Richardson et al. 1994,juveniles,NA,NA,NA,Galaxiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Galaxias maculatus,Galaxias maculatus_-37.27,20,-37.27,174.87,Galaxias,maculatus,7,32.9,tmax,1.53,SD,6,NA,LOE,0.5,NA,NA,NA,NA,NA,Lower Waikato River New Zealand,Simons 1984,NA,NA,NA,NA,Galaxiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,7,days
Galaxias maculatus,Galaxias maculatus_-37.27,22,-37.27,174.87,Galaxias,maculatus,7,33.8,tmax,0.45,SD,6,NA,LOE,0.5,NA,NA,NA,NA,NA,Lower Waikato River New Zealand,Simons 1984,NA,NA,NA,NA,Galaxiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,7,days
Gasterosteus aculeatus,Gasterosteus aculeatus_38.57,8,38.57,NA,Gasterosteus,aculeatus,NA,30.5,tmax,0.73,SD,10,NA,death,0.25,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Gasterosteidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Gasterosteus aculeatus,Gasterosteus aculeatus_38.57,13,38.57,NA,Gasterosteus,aculeatus,NA,32.5,tmax,0.73,SD,10,NA,death,0.25,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Gasterosteidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Gasterosteus aculeatus,Gasterosteus aculeatus_38.57,15.6,38.57,NA,Gasterosteus,aculeatus,NA,33.5,tmax,0.32,SD,10,NA,death,0.25,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Gasterosteidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Gasterosteus aculeatus,Gasterosteus aculeatus_38.57,18.6,38.57,NA,Gasterosteus,aculeatus,NA,33.5,tmax,0.22,SD,8,NA,death,0.25,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Gasterosteidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Gasterosteus aculeatus,Gasterosteus aculeatus_38.57,18.6,38.57,NA,Gasterosteus,aculeatus,NA,33.6,tmax,0.19,SD,8,NA,death,0.25,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Gasterosteidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Gasterosteus aculeatus,Gasterosteus aculeatus_38.57,22.7,38.57,NA,Gasterosteus,aculeatus,NA,34.6,tmax,0.73,SD,10,NA,death,0.25,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Gasterosteidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Gasterosteus aculeatus,Gasterosteus aculeatus_NA,19,NA,NA,Gasterosteus,aculeatus,NA,25.8,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,NA,NA,NA,NA,Gasterosteidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Gasterosteus aculeatus,Gasterosteus aculeatus_52.34,26.2,52.34,18.35,Gasterosteus,aculeatus,NA,34.4,tmax,0.21,SD,50,NA,death,0.11,NA,NA,NA,NA,NA,Lichenskie Lake Poland,Horoszewicz 1973,NA,NA,NA,NA,Gasterosteidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Gobiesox strumosus,Gobiesox strumosus_29.49,12,29.49,-85.25,Gobiesox,strumosus,14,33.2,tmax,0.5,SD,14,NA,LOE,0.3,NA,NA,NA,NA,NA,St. Joseph's Bay Gulf County Florida US,Tiffany et al. 2010,adults,NA,NA,NA,Gobiesocidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,14,days
Gobiesox strumosus,Gobiesox strumosus_29.49,22,29.49,-85.25,Gobiesox,strumosus,14,38.1,tmax,0.1,SD,13,NA,LOE,0.3,NA,NA,NA,NA,NA,St. Joseph's Bay Gulf County Florida US,Tiffany et al. 2010,adults,NA,NA,NA,Gobiesocidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,14,days
Gobiesox strumosus,Gobiesox strumosus_29.49,32,29.49,-85.25,Gobiesox,strumosus,14,39.5,tmax,0.3,SD,15,NA,LOE,0.3,NA,NA,NA,NA,NA,St. Joseph's Bay Gulf County Florida US,Tiffany et al. 2010,adults,NA,NA,NA,Gobiesocidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,14,days
Gobiesox strumosus,Gobiesox strumosus_42,20,42,NA,Gobiesox,strumosus,NA,31.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,Pörtner & Peck 2010,NA,NA,NA,NA,Gobiesocidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,NA,days
Bathygobius fuscus,Bathygobius fuscus_-5.47,27.76,-5.47,123.76,Bathygobius,fuscus,NA,41,tmax,1.03,SD,18,NA,LOE,NA,NA,NA,NA,NA,NA,Hoga Island Indonesia,Clifton et al. 2010,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Bathygobius fuscus,Bathygobius fuscus_-5.47,13,-5.47,123.76,Bathygobius,fuscus,14,39.1,tmax,NA,SD,5,NA,LOE,0.31,NA,NA,NA,NA,NA,Hoga Island Indonesia,Clifton et al. 2010,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Bathygobius fuscus,Bathygobius fuscus_-5.47,21,-5.47,123.76,Bathygobius,fuscus,14,40.1,tmax,NA,SD,5,NA,LOE,0.31,NA,NA,NA,NA,NA,Hoga Island Indonesia,Clifton et al. 2010,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Bathygobius fuscus,Bathygobius fuscus_-5.47,22,-5.47,123.76,Bathygobius,fuscus,14,40.4,tmax,NA,SD,5,NA,LOE,0.31,NA,NA,NA,NA,NA,Hoga Island Indonesia,Clifton et al. 2010,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Bathygobius fuscus,Bathygobius fuscus_-5.47,28,-5.47,123.76,Bathygobius,fuscus,14,41.6,tmax,NA,SD,5,NA,LOE,0.31,NA,NA,NA,NA,NA,Hoga Island Indonesia,Clifton et al. 2010,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Bathygobius fuscus,Bathygobius fuscus_-5.47,32,-5.47,123.76,Bathygobius,fuscus,14,41.3,tmax,NA,SD,5,NA,LOE,0.31,NA,NA,NA,NA,NA,Hoga Island Indonesia,Clifton et al. 2010,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Bathygobius fuscus,Bathygobius fuscus_-5.47,36,-5.47,123.76,Bathygobius,fuscus,14,42.4,tmax,NA,SD,5,NA,LOE,0.31,NA,NA,NA,NA,NA,Hoga Island Indonesia,Clifton et al. 2010,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Bathygobius fuscus,Bathygobius fuscus_-5.47,38,-5.47,123.76,Bathygobius,fuscus,14,42.6,tmax,NA,SD,5,NA,LOE,0.31,NA,NA,NA,NA,NA,Hoga Island Indonesia,Clifton et al. 2010,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Bathygobius fuscus,Bathygobius fuscus_5.28,29,5.28,123.6,Bathygobius,fuscus,2,41.2,tmax,0.87,SD,25,NA,LOE,0.21,NA,NA,NA,NA,NA,Pulau Hoga Philippines,Taylor et al. 2005,NA,NA,NA,NA,Gobiidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,2,days
Bathygobius ramosus,Bathygobius ramosus_2.97,26.5,2.97,7.18,Bathygobius,ramosus,1,35.13,tmax,0.12,SD,15,NA,LOE,0.02,NA,NA,NA,NA,NA,Gorgona Island national park Columbia,Mora & Ospína 2001,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,1,days
Bathygobius ramosus,Bathygobius ramosus_7.33,28,7.33,-80.21,Bathygobius,ramosus,NA,40.7,tmax,0.09,SD,21,NA,death,0.0383,NA,NA,NA,NA,NA,Pacific ocean Panama,Graham 1971,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,NA,days
Gillichthys mirabilis,Gillichthys mirabilis_34.41,13,34.41,-119.67,Gillichthys,mirabilis,28,35.1,tmax,0.4,SD,5,NA,LOE,0.07,NA,NA,NA,NA,NA,Santa Barbara California US,Jayasundara & Somero 2013,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,28,days
Gillichthys mirabilis,Gillichthys mirabilis_34.41,9,34.41,-119.67,Gillichthys,mirabilis,28,33.3,tmax,0.1,SD,5,NA,LOE,0.07,NA,NA,NA,NA,NA,Santa Barbara California US,Jayasundara & Somero 2013,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,28,days
Gillichthys mirabilis,Gillichthys mirabilis_34.41,19,34.41,-119.67,Gillichthys,mirabilis,28,37.1,tmax,0.2,SD,5,NA,LOE,0.07,NA,NA,NA,NA,NA,Santa Barbara California US,Jayasundara & Somero 2013,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,28,days
Gillichthys mirabilis,Gillichthys mirabilis_34.41,26,34.41,-119.67,Gillichthys,mirabilis,28,38.9,tmax,0.1,SD,5,NA,LOE,0.07,NA,NA,NA,NA,NA,Santa Barbara California US,Jayasundara & Somero 2013,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,28,days
Gillichthys mirabilis,Gillichthys mirabilis_38.06,13,38.06,-122.45,Gillichthys,mirabilis,14,36.4,tmax,NA,SD,NA,NA,paralysis,0.36,NA,NA,NA,NA,NA,Southern end of San Francisco Bay California US,Vlaming 1971,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,14,days
Gillichthys mirabilis,Gillichthys mirabilis_38.06,27,38.06,-122.45,Gillichthys,mirabilis,14,39.7,tmax,NA,SD,NA,NA,paralysis,0.36,NA,NA,NA,NA,NA,Southern end of San Francisco Bay California US,Vlaming 1971,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,14,days
Gobiosoma chiquita,Gobiosoma chiquita_31.18,22,31.18,-113.4,Gobiosoma,chiquita,21,39.29,tmax,0.38,SD,12,NA,death,0.3,NA,NA,NA,NA,NA,Northern Gulf of California Puerto Penasco Sonora Mexico,Zapata 1990,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,21,days
Gobiosoma chiquita,Gobiosoma chiquita_31.18,22,31.18,-113.4,Gobiosoma,chiquita,21,38.76,tmax,0.65,SD,5,NA,death,0.3,NA,NA,NA,NA,NA,Northern Gulf of California Puerto Penasco Sonora Mexico,Zapata 1990,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,21,days
Gobiosoma chiquita,Gobiosoma chiquita_31.29,16.34,31.29,-113.54,Gobiosoma,chiquita,NA,34.2,tmax,NA,SD,3,NA,LOE,0.5,NA,NA,NA,NA,NA,Gulf of California near Puerto Penasco Sonora Mexico,Heath 1967,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,NA,days
Gobiosoma chiquita,Gobiosoma chiquita_31.29,24.1,31.29,-113.54,Gobiosoma,chiquita,NA,41.2,tmax,0.3,SD,9,NA,LOE,0.5,NA,NA,NA,NA,NA,Gulf of California near Puerto Penasco Sonora Mexico,Heath 1967,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,NA,days
Gobiosoma chiquita,Gobiosoma chiquita_31.29,30,31.29,-113.54,Gobiosoma,chiquita,10,41,tmax,0.31,SD,12,NA,LOE,0.5,NA,NA,NA,NA,NA,Gulf of California near Puerto Penasco Sonora Mexico,Heath 1967,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,10,days
Gobiosoma chiquita,Gobiosoma chiquita_31.29,35,31.29,-113.54,Gobiosoma,chiquita,10,41.9,tmax,NA,SD,3,NA,LOE,0.5,NA,NA,NA,NA,NA,Gulf of California near Puerto Penasco Sonora Mexico,Heath 1967,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,10,days
Gobius paganellus,Gobius paganellus_38.71,20,38.71,-9.49,Gobius,paganellus,7,33.1,tmax,0.42,SD,8,NA,LOE,0.02,NA,NA,NA,NA,NA,Portuguese West coast,Vinagre et al. 2013,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,7,days
Gobius paganellus,Gobius paganellus_38.78,20,38.78,-9.5,Gobius,paganellus,NA,33.1,tmax,0.4,SD,25,NA,LOE,0.02,NA,NA,NA,NA,NA,Cabo Raso Cascais Portugal,Madeira et al. 2014,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,NA,days
Gobius paganellus,Gobius paganellus_45,25,45,NA,Gobius,paganellus,NA,31.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,Pörtner & Peck 2010,NA,NA,NA,NA,Gobiidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,NA,days
