genus_species,population_id,acclim_temp,latitude,longitude,genus,species,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,realm_general3,acclim_time_original,acclim_time_units
Haemulon flavolineatum,Haemulon flavolineatum_24.8,28,24.8,-82.7,Haemulon,flavolineatum,NA,36.17,tmax,2.2,SD,15,NA,LOE,0.39,NA,NA,NA,NA,NA,Loggerhead Key Dry Tortugas National Park Florida US,Rummer et al. 2009,NA,NA,NA,NA,Haemulidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,NA,days
Haemulon flavolineatum,Haemulon flavolineatum_18.35,27,18.35,-65.04,Haemulon,flavolineatum,NA,36,tmax,NA,SD,74,NA,LOE,1,NA,NA,NA,NA,NA,St Thomas Virgin Islands,Sylvester 1973,NA,NA,NA,NA,Haemulidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,7.5,41.24,-73.92,Ameiurus,catus,NA,25.6,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,16.5,41.24,-73.92,Ameiurus,catus,NA,27.9,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,22,41.24,-73.92,Ameiurus,catus,NA,33,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,12.5,41.24,-73.92,Ameiurus,catus,NA,27.9,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,15,41.24,-73.92,Ameiurus,catus,NA,30.9,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,19,41.24,-73.92,Ameiurus,catus,NA,32.8,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,22,41.24,-73.92,Ameiurus,catus,NA,30.9,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,25,41.24,-73.92,Ameiurus,catus,NA,33.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_41.24,26,41.24,-73.92,Ameiurus,catus,NA,34.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hudson River US,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_38.28,20,38.28,-76.42,Ameiurus,catus,NA,31,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Patuxent River Maryland US,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus catus,Ameiurus catus_38.28,20,38.28,-76.42,Ameiurus,catus,NA,29.2,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Patuxent River Maryland US,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus melas,Ameiurus melas_NA,26,NA,NA,Ameiurus,melas,NA,38.1,tmax,0.39,SD,7,NA,LOE,0.017,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus melas,Ameiurus melas_38.34,31,38.34,-90.37,Ameiurus,melas,NA,35.7,tmax,NA,SD,20,NA,death,0.07,NA,NA,NA,NA,NA,Mississippi River US,Cvancara et al. 1977,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus melas,Ameiurus melas_42.08,23,42.08,-81.34,Ameiurus,melas,NA,35,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Lake Erie,Spotila et al. 1979,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus natalis,Ameiurus natalis_NA,25,NA,NA,Ameiurus,natalis,14,38,tmax,0.71,SD,12,NA,LOE,0.3,NA,NA,NA,NA,NA,NA,Carveth et al. 2006,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Ameiurus natalis,Ameiurus natalis_NA,25,NA,NA,Ameiurus,natalis,14,39.2,tmax,2.3,SD,12,NA,flaring operculum,0.3,NA,NA,NA,NA,NA,NA,Carveth et al. 2006,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Ameiurus natalis,Ameiurus natalis_NA,25,NA,NA,Ameiurus,natalis,14,39.8,tmax,1.59,SD,12,NA,death,0.3,NA,NA,NA,NA,NA,NA,Carveth et al. 2006,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,14,days
Ameiurus natalis,Ameiurus natalis_NA,26,NA,NA,Ameiurus,natalis,NA,37.9,tmax,0.44,SD,7,NA,LOE,0.017,NA,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus natalis,Ameiurus natalis_42.08,19.7,42.08,-81.34,Ameiurus,natalis,NA,35,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Lake Erie,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus natalis,Ameiurus natalis_42.08,22.2,42.08,-81.34,Ameiurus,natalis,NA,36.4,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Lake Erie,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus natalis,Ameiurus natalis_42.08,22.2,42.08,-81.34,Ameiurus,natalis,NA,36.4,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Lake Erie,Spotila et al. 1979,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.83,20,45.83,-78.42,Ameiurus,nebulosus,NA,32.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Algonquin Park Ontario Canada,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_41.65,20,41.65,-82.83,Ameiurus,nebulosus,NA,32.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Put-in Bay Ohio US,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_41.65,25,41.65,-82.83,Ameiurus,nebulosus,NA,33.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Put-in Bay Ohio US,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.83,10,45.83,-78.42,Ameiurus,nebulosus,NA,29,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Algonquin Park Ontario Canada,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.83,20,45.83,-78.42,Ameiurus,nebulosus,NA,32.3,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Algonquin Park Ontario Canada,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_43.64,10,43.64,-79.49,Ameiurus,nebulosus,NA,27.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Toronto Ontario Canada,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_43.64,15,43.64,-79.49,Ameiurus,nebulosus,NA,29,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Toronto Ontario Canada,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_43.64,20,43.64,-79.49,Ameiurus,nebulosus,NA,31.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Toronto Ontario Canada,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_41.65,20,41.65,-82.83,Ameiurus,nebulosus,NA,32.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Put-in Bay Ohio US,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_41.65,25,41.65,-82.83,Ameiurus,nebulosus,NA,33.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Put-in Bay Ohio US,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_41.65,30,41.65,-82.83,Ameiurus,nebulosus,NA,34.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Put-in Bay Ohio US,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_NA,20,NA,NA,Ameiurus,nebulosus,NA,32.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,NA,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.73,6,45.73,-78.4,Ameiurus,nebulosus,NA,28.9,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Lake Opeongo Ontario Canada,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.73,13,45.73,-78.4,Ameiurus,nebulosus,NA,31,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Lake Opeongo Ontario Canada,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.73,20,45.73,-78.4,Ameiurus,nebulosus,NA,33.4,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Lake Opeongo Ontario Canada,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.73,26,45.73,-78.4,Ameiurus,nebulosus,NA,35.3,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Lake Opeongo Ontario Canada,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.73,31.2,45.73,-78.4,Ameiurus,nebulosus,NA,36.9,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Lake Opeongo Ontario Canada,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_45.73,36,45.73,-78.4,Ameiurus,nebulosus,NA,37.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Lake Opeongo Ontario Canada,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_42.08,23.5,42.08,-81.34,Ameiurus,nebulosus,NA,37.1,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Lake Erie,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
Ameiurus nebulosus,Ameiurus nebulosus_42.08,23,42.08,-81.34,Ameiurus,nebulosus,NA,37.8,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Lake Erie,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,Aquatic,NA,days
